"Unique_Session_ID","Group_ID","Participant_ID","Day_Num","Block","Session_Type","Time_Offset","Dimension","Intensity"
"003_Day1_EOD","3_EndOfDay_Block_1",3,1,1,"EndOfDay",192.5,"Anxiety",1.15333333333333
"003_Day2_EOD","3_EndOfDay_Block_1",3,2,1,"EndOfDay",192.5,"Anxiety",13.3583333333333
"003_Day3_EOD","3_EndOfDay_Block_1",3,3,1,"EndOfDay",192.5,"Anxiety",74.375
"003_Day4_EOD","3_EndOfDay_Block_1",3,4,1,"EndOfDay",192.5,"Anxiety",25.3233333333333
"003_Day5_EOD","3_EndOfDay_Block_1",3,5,1,"EndOfDay",192.5,"Anxiety",9.905
"003_Day6_EOD","3_EndOfDay_Block_2",3,6,2,"EndOfDay",192.5,"Anxiety",54.6933333333333
"002_Day7_EOD","2_EndOfDay_Block_2",2,7,2,"EndOfDay",192.5,"Anxiety",24.5183333333333
"003_Day8_EOD","3_EndOfDay_Block_2",3,8,2,"EndOfDay",192.5,"Anxiety",13.595
"001_Day9_EOD","1_EndOfDay_Block_2",1,9,2,"EndOfDay",192.5,"Anxiety",2.84166666666667
"003_Day9_EOD","3_EndOfDay_Block_2",3,9,2,"EndOfDay",192.5,"Anxiety",13.28
"001_Day10_EOD","1_EndOfDay_Block_2",1,10,2,"EndOfDay",192.5,"Anxiety",2.755
"002_Day10_EOD","2_EndOfDay_Block_2",2,10,2,"EndOfDay",192.5,"Anxiety",12.8483333333333
"003_Day10_EOD","3_EndOfDay_Block_2",3,10,2,"EndOfDay",192.5,"Anxiety",9.645
"001_Day12_EOD","1_EndOfDay_Block_3",1,12,3,"EndOfDay",192.5,"Anxiety",1.66666666666667
"001_Day13_EOD","1_EndOfDay_Block_3",1,13,3,"EndOfDay",192.5,"Anxiety",2.01
"002_Day13_EOD","2_EndOfDay_Block_3",2,13,3,"EndOfDay",192.5,"Anxiety",33.8333333333333
"001_Day14_EOD","1_EndOfDay_Block_3",1,14,3,"EndOfDay",192.5,"Anxiety",4.40333333333333
"002_Day15_EOD","2_EndOfDay_Block_3",2,15,3,"EndOfDay",192.5,"Anxiety",12.8783333333333
"001_Day18_EOD","1_EndOfDay_Block_4",1,18,4,"EndOfDay",192.5,"Anxiety",17.5166666666667
"001_Day19_EOD","1_EndOfDay_Block_4",1,19,4,"EndOfDay",192.5,"Anxiety",2.01333333333333
"001_Day20_EOD","1_EndOfDay_Block_4",1,20,4,"EndOfDay",192.5,"Anxiety",2.53666666666667
"002_Day1_EOD","2_EndOfDay_Block_1",2,1,1,"EndOfDay",222.5,"Anxiety",26.11
"003_Day1_EOD","3_EndOfDay_Block_1",3,1,1,"EndOfDay",222.5,"Anxiety",19.965
"001_Day2_EOD","1_EndOfDay_Block_1",1,2,1,"EndOfDay",222.5,"Anxiety",1.54
"003_Day2_EOD","3_EndOfDay_Block_1",3,2,1,"EndOfDay",222.5,"Anxiety",14.695
"001_Day3_EOD","1_EndOfDay_Block_1",1,3,1,"EndOfDay",222.5,"Anxiety",1.41
"003_Day3_EOD","3_EndOfDay_Block_1",3,3,1,"EndOfDay",222.5,"Anxiety",79.905
"001_Day4_EOD","1_EndOfDay_Block_1",1,4,1,"EndOfDay",222.5,"Anxiety",0.47
"003_Day4_EOD","3_EndOfDay_Block_1",3,4,1,"EndOfDay",222.5,"Anxiety",21.3016666666667
"003_Day5_EOD","3_EndOfDay_Block_1",3,5,1,"EndOfDay",222.5,"Anxiety",9.74166666666667
"001_Day6_EOD","1_EndOfDay_Block_2",1,6,2,"EndOfDay",222.5,"Anxiety",1.67
"003_Day6_EOD","3_EndOfDay_Block_2",3,6,2,"EndOfDay",222.5,"Anxiety",66.28
"002_Day7_EOD","2_EndOfDay_Block_2",2,7,2,"EndOfDay",222.5,"Anxiety",24.9916666666667
"003_Day7_EOD","3_EndOfDay_Block_2",3,7,2,"EndOfDay",222.5,"Anxiety",1.91
"003_Day8_EOD","3_EndOfDay_Block_2",3,8,2,"EndOfDay",222.5,"Anxiety",13.935
"001_Day9_EOD","1_EndOfDay_Block_2",1,9,2,"EndOfDay",222.5,"Anxiety",4.80333333333333
"003_Day9_EOD","3_EndOfDay_Block_2",3,9,2,"EndOfDay",222.5,"Anxiety",15.8266666666667
"001_Day10_EOD","1_EndOfDay_Block_2",1,10,2,"EndOfDay",222.5,"Anxiety",4.525
"002_Day10_EOD","2_EndOfDay_Block_2",2,10,2,"EndOfDay",222.5,"Anxiety",12.7983333333333
"003_Day10_EOD","3_EndOfDay_Block_2",3,10,2,"EndOfDay",222.5,"Anxiety",15.9433333333333
"001_Day11_EOD","1_EndOfDay_Block_3",1,11,3,"EndOfDay",222.5,"Anxiety",0.603333333333333
"001_Day12_EOD","1_EndOfDay_Block_3",1,12,3,"EndOfDay",222.5,"Anxiety",2.06333333333333
"001_Day13_EOD","1_EndOfDay_Block_3",1,13,3,"EndOfDay",222.5,"Anxiety",2.66833333333333
"002_Day13_EOD","2_EndOfDay_Block_3",2,13,3,"EndOfDay",222.5,"Anxiety",25.0716666666667
"001_Day14_EOD","1_EndOfDay_Block_3",1,14,3,"EndOfDay",222.5,"Anxiety",7.48
"001_Day15_EOD","1_EndOfDay_Block_3",1,15,3,"EndOfDay",222.5,"Anxiety",1.4
"002_Day15_EOD","2_EndOfDay_Block_3",2,15,3,"EndOfDay",222.5,"Anxiety",13.285
"001_Day16_EOD","1_EndOfDay_Block_4",1,16,4,"EndOfDay",222.5,"Anxiety",0.55
"001_Day17_EOD","1_EndOfDay_Block_4",1,17,4,"EndOfDay",222.5,"Anxiety",0
"001_Day18_EOD","1_EndOfDay_Block_4",1,18,4,"EndOfDay",222.5,"Anxiety",53.5733333333333
"001_Day19_EOD","1_EndOfDay_Block_4",1,19,4,"EndOfDay",222.5,"Anxiety",2.29166666666667
"001_Day20_EOD","1_EndOfDay_Block_4",1,20,4,"EndOfDay",222.5,"Anxiety",3.10666666666667
"002_Day1_EOD","2_EndOfDay_Block_1",2,1,1,"EndOfDay",252.5,"Anxiety",26.11
"003_Day1_EOD","3_EndOfDay_Block_1",3,1,1,"EndOfDay",252.5,"Anxiety",40.7133333333333
"001_Day2_EOD","1_EndOfDay_Block_1",1,2,1,"EndOfDay",252.5,"Anxiety",0.558333333333333
"003_Day2_EOD","3_EndOfDay_Block_1",3,2,1,"EndOfDay",252.5,"Anxiety",15.04
"001_Day3_EOD","1_EndOfDay_Block_1",1,3,1,"EndOfDay",252.5,"Anxiety",0.931666666666667
"003_Day3_EOD","3_EndOfDay_Block_1",3,3,1,"EndOfDay",252.5,"Anxiety",81.3333333333333
"001_Day4_EOD","1_EndOfDay_Block_1",1,4,1,"EndOfDay",252.5,"Anxiety",2.11166666666667
"003_Day4_EOD","3_EndOfDay_Block_1",3,4,1,"EndOfDay",252.5,"Anxiety",17.0033333333333
"003_Day5_EOD","3_EndOfDay_Block_1",3,5,1,"EndOfDay",252.5,"Anxiety",9.86666666666667
"001_Day6_EOD","1_EndOfDay_Block_2",1,6,2,"EndOfDay",252.5,"Anxiety",1.745
"002_Day6_EOD","2_EndOfDay_Block_2",2,6,2,"EndOfDay",252.5,"Anxiety",25.4316666666667
"003_Day6_EOD","3_EndOfDay_Block_2",3,6,2,"EndOfDay",252.5,"Anxiety",76.3116666666667
"002_Day7_EOD","2_EndOfDay_Block_2",2,7,2,"EndOfDay",252.5,"Anxiety",25.5883333333333
"003_Day7_EOD","3_EndOfDay_Block_2",3,7,2,"EndOfDay",252.5,"Anxiety",8.355
"003_Day8_EOD","3_EndOfDay_Block_2",3,8,2,"EndOfDay",252.5,"Anxiety",13.6183333333333
"001_Day9_EOD","1_EndOfDay_Block_2",1,9,2,"EndOfDay",252.5,"Anxiety",5.37
"003_Day9_EOD","3_EndOfDay_Block_2",3,9,2,"EndOfDay",252.5,"Anxiety",27.245
"001_Day10_EOD","1_EndOfDay_Block_2",1,10,2,"EndOfDay",252.5,"Anxiety",4.92333333333333
"002_Day10_EOD","2_EndOfDay_Block_2",2,10,2,"EndOfDay",252.5,"Anxiety",12.7483333333333
"003_Day10_EOD","3_EndOfDay_Block_2",3,10,2,"EndOfDay",252.5,"Anxiety",15.065
"001_Day11_EOD","1_EndOfDay_Block_3",1,11,3,"EndOfDay",252.5,"Anxiety",1.3
"002_Day11_EOD","2_EndOfDay_Block_3",2,11,3,"EndOfDay",252.5,"Anxiety",13.31
"001_Day12_EOD","1_EndOfDay_Block_3",1,12,3,"EndOfDay",252.5,"Anxiety",1.76
"002_Day12_EOD","2_EndOfDay_Block_3",2,12,3,"EndOfDay",252.5,"Anxiety",12.66
"001_Day13_EOD","1_EndOfDay_Block_3",1,13,3,"EndOfDay",252.5,"Anxiety",3.01166666666667
"002_Day13_EOD","2_EndOfDay_Block_3",2,13,3,"EndOfDay",252.5,"Anxiety",15.5333333333333
"001_Day14_EOD","1_EndOfDay_Block_3",1,14,3,"EndOfDay",252.5,"Anxiety",8.55333333333333
"001_Day15_EOD","1_EndOfDay_Block_3",1,15,3,"EndOfDay",252.5,"Anxiety",4.36166666666667
"002_Day15_EOD","2_EndOfDay_Block_3",2,15,3,"EndOfDay",252.5,"Anxiety",13.2216666666667
"001_Day16_EOD","1_EndOfDay_Block_4",1,16,4,"EndOfDay",252.5,"Anxiety",17.585
"001_Day17_EOD","1_EndOfDay_Block_4",1,17,4,"EndOfDay",252.5,"Anxiety",6.61833333333333
"001_Day18_EOD","1_EndOfDay_Block_4",1,18,4,"EndOfDay",252.5,"Anxiety",63.305
"001_Day19_EOD","1_EndOfDay_Block_4",1,19,4,"EndOfDay",252.5,"Anxiety",10.2516666666667
"001_Day20_EOD","1_EndOfDay_Block_4",1,20,4,"EndOfDay",252.5,"Anxiety",3.24833333333333
"001_Day1_EOD","1_EndOfDay_Block_1",1,1,1,"EndOfDay",282.5,"Anxiety",0.51
"002_Day1_EOD","2_EndOfDay_Block_1",2,1,1,"EndOfDay",282.5,"Anxiety",26.075
"003_Day1_EOD","3_EndOfDay_Block_1",3,1,1,"EndOfDay",282.5,"Anxiety",51.3733333333333
"001_Day2_EOD","1_EndOfDay_Block_1",1,2,1,"EndOfDay",282.5,"Anxiety",0.336666666666667
"002_Day2_EOD","2_EndOfDay_Block_1",2,2,1,"EndOfDay",282.5,"Anxiety",38.77
"003_Day2_EOD","3_EndOfDay_Block_1",3,2,1,"EndOfDay",282.5,"Anxiety",15.64
"001_Day3_EOD","1_EndOfDay_Block_1",1,3,1,"EndOfDay",282.5,"Anxiety",0.933333333333333
"002_Day3_EOD","2_EndOfDay_Block_1",2,3,1,"EndOfDay",282.5,"Anxiety",10.77
"003_Day3_EOD","3_EndOfDay_Block_1",3,3,1,"EndOfDay",282.5,"Anxiety",75.75
"001_Day4_EOD","1_EndOfDay_Block_1",1,4,1,"EndOfDay",282.5,"Anxiety",2.355
"002_Day4_EOD","2_EndOfDay_Block_1",2,4,1,"EndOfDay",282.5,"Anxiety",25.91
"003_Day4_EOD","3_EndOfDay_Block_1",3,4,1,"EndOfDay",282.5,"Anxiety",14.7533333333333
"001_Day5_EOD","1_EndOfDay_Block_1",1,5,1,"EndOfDay",282.5,"Anxiety",0.0466666666666667
"002_Day5_EOD","2_EndOfDay_Block_1",2,5,1,"EndOfDay",282.5,"Anxiety",12.27
"003_Day5_EOD","3_EndOfDay_Block_1",3,5,1,"EndOfDay",282.5,"Anxiety",11.16
"001_Day6_EOD","1_EndOfDay_Block_2",1,6,2,"EndOfDay",282.5,"Anxiety",2.09666666666667
"002_Day6_EOD","2_EndOfDay_Block_2",2,6,2,"EndOfDay",282.5,"Anxiety",25.8
"003_Day6_EOD","3_EndOfDay_Block_2",3,6,2,"EndOfDay",282.5,"Anxiety",85.495
"001_Day7_EOD","1_EndOfDay_Block_2",1,7,2,"EndOfDay",282.5,"Anxiety",1.44
"002_Day7_EOD","2_EndOfDay_Block_2",2,7,2,"EndOfDay",282.5,"Anxiety",25.705
"003_Day7_EOD","3_EndOfDay_Block_2",3,7,2,"EndOfDay",282.5,"Anxiety",13.2416666666667
"001_Day8_EOD","1_EndOfDay_Block_2",1,8,2,"EndOfDay",282.5,"Anxiety",0.673333333333333
"003_Day8_EOD","3_EndOfDay_Block_2",3,8,2,"EndOfDay",282.5,"Anxiety",12.8683333333333
"001_Day9_EOD","1_EndOfDay_Block_2",1,9,2,"EndOfDay",282.5,"Anxiety",4.87
"003_Day9_EOD","3_EndOfDay_Block_2",3,9,2,"EndOfDay",282.5,"Anxiety",43
"001_Day10_EOD","1_EndOfDay_Block_2",1,10,2,"EndOfDay",282.5,"Anxiety",4.64333333333333
"002_Day10_EOD","2_EndOfDay_Block_2",2,10,2,"EndOfDay",282.5,"Anxiety",12.6983333333333
"003_Day10_EOD","3_EndOfDay_Block_2",3,10,2,"EndOfDay",282.5,"Anxiety",11.2883333333333
"001_Day11_EOD","1_EndOfDay_Block_3",1,11,3,"EndOfDay",282.5,"Anxiety",0.826666666666667
"002_Day11_EOD","2_EndOfDay_Block_3",2,11,3,"EndOfDay",282.5,"Anxiety",13.2633333333333
"001_Day12_EOD","1_EndOfDay_Block_3",1,12,3,"EndOfDay",282.5,"Anxiety",1.205
"002_Day12_EOD","2_EndOfDay_Block_3",2,12,3,"EndOfDay",282.5,"Anxiety",12.6433333333333
"001_Day13_EOD","1_EndOfDay_Block_3",1,13,3,"EndOfDay",282.5,"Anxiety",3.35
"002_Day13_EOD","2_EndOfDay_Block_3",2,13,3,"EndOfDay",282.5,"Anxiety",14.3283333333333
"001_Day14_EOD","1_EndOfDay_Block_3",1,14,3,"EndOfDay",282.5,"Anxiety",8.29166666666667
"001_Day15_EOD","1_EndOfDay_Block_3",1,15,3,"EndOfDay",282.5,"Anxiety",14.525
"002_Day15_EOD","2_EndOfDay_Block_3",2,15,3,"EndOfDay",282.5,"Anxiety",13.0466666666667
"001_Day16_EOD","1_EndOfDay_Block_4",1,16,4,"EndOfDay",282.5,"Anxiety",40.4233333333333
"001_Day17_EOD","1_EndOfDay_Block_4",1,17,4,"EndOfDay",282.5,"Anxiety",15.275
"001_Day18_EOD","1_EndOfDay_Block_4",1,18,4,"EndOfDay",282.5,"Anxiety",67.32
"001_Day19_EOD","1_EndOfDay_Block_4",1,19,4,"EndOfDay",282.5,"Anxiety",28.3183333333333
"001_Day20_EOD","1_EndOfDay_Block_4",1,20,4,"EndOfDay",282.5,"Anxiety",3.26
"001_Day1_EOD","1_EndOfDay_Block_1",1,1,1,"EndOfDay",312.5,"Anxiety",23.33
"002_Day1_EOD","2_EndOfDay_Block_1",2,1,1,"EndOfDay",312.5,"Anxiety",25.5933333333333
"003_Day1_EOD","3_EndOfDay_Block_1",3,1,1,"EndOfDay",312.5,"Anxiety",58.2083333333333
"001_Day2_EOD","1_EndOfDay_Block_1",1,2,1,"EndOfDay",312.5,"Anxiety",5.03666666666667
"002_Day2_EOD","2_EndOfDay_Block_1",2,2,1,"EndOfDay",312.5,"Anxiety",38.765
"003_Day2_EOD","3_EndOfDay_Block_1",3,2,1,"EndOfDay",312.5,"Anxiety",16.225
"001_Day3_EOD","1_EndOfDay_Block_1",1,3,1,"EndOfDay",312.5,"Anxiety",0.925
"002_Day3_EOD","2_EndOfDay_Block_1",2,3,1,"EndOfDay",312.5,"Anxiety",11.3783333333333
"003_Day3_EOD","3_EndOfDay_Block_1",3,3,1,"EndOfDay",312.5,"Anxiety",54.0483333333333
"001_Day4_EOD","1_EndOfDay_Block_1",1,4,1,"EndOfDay",312.5,"Anxiety",3.80166666666667
"002_Day4_EOD","2_EndOfDay_Block_1",2,4,1,"EndOfDay",312.5,"Anxiety",25.6066666666667
"003_Day4_EOD","3_EndOfDay_Block_1",3,4,1,"EndOfDay",312.5,"Anxiety",13.0016666666667
"001_Day5_EOD","1_EndOfDay_Block_1",1,5,1,"EndOfDay",312.5,"Anxiety",0.821666666666667
"002_Day5_EOD","2_EndOfDay_Block_1",2,5,1,"EndOfDay",312.5,"Anxiety",12.6366666666667
"003_Day5_EOD","3_EndOfDay_Block_1",3,5,1,"EndOfDay",312.5,"Anxiety",14.52
"001_Day6_EOD","1_EndOfDay_Block_2",1,6,2,"EndOfDay",312.5,"Anxiety",1.965
"002_Day6_EOD","2_EndOfDay_Block_2",2,6,2,"EndOfDay",312.5,"Anxiety",26.3583333333333
"003_Day6_EOD","3_EndOfDay_Block_2",3,6,2,"EndOfDay",312.5,"Anxiety",92.2816666666667
"001_Day7_EOD","1_EndOfDay_Block_2",1,7,2,"EndOfDay",312.5,"Anxiety",1.99833333333333
"002_Day7_EOD","2_EndOfDay_Block_2",2,7,2,"EndOfDay",312.5,"Anxiety",25.76
"003_Day7_EOD","3_EndOfDay_Block_2",3,7,2,"EndOfDay",312.5,"Anxiety",22.2283333333333
"001_Day8_EOD","1_EndOfDay_Block_2",1,8,2,"EndOfDay",312.5,"Anxiety",2.855
"002_Day8_EOD","2_EndOfDay_Block_2",2,8,2,"EndOfDay",312.5,"Anxiety",13.2033333333333
"003_Day8_EOD","3_EndOfDay_Block_2",3,8,2,"EndOfDay",312.5,"Anxiety",12.1466666666667
"001_Day9_EOD","1_EndOfDay_Block_2",1,9,2,"EndOfDay",312.5,"Anxiety",4.23666666666667
"003_Day9_EOD","3_EndOfDay_Block_2",3,9,2,"EndOfDay",312.5,"Anxiety",56.105
"001_Day10_EOD","1_EndOfDay_Block_2",1,10,2,"EndOfDay",312.5,"Anxiety",4.22666666666667
"002_Day10_EOD","2_EndOfDay_Block_2",2,10,2,"EndOfDay",312.5,"Anxiety",12.6483333333333
"003_Day10_EOD","3_EndOfDay_Block_2",3,10,2,"EndOfDay",312.5,"Anxiety",10.8916666666667
"001_Day11_EOD","1_EndOfDay_Block_3",1,11,3,"EndOfDay",312.5,"Anxiety",1.50666666666667
"002_Day11_EOD","2_EndOfDay_Block_3",2,11,3,"EndOfDay",312.5,"Anxiety",13.0016666666667
"001_Day12_EOD","1_EndOfDay_Block_3",1,12,3,"EndOfDay",312.5,"Anxiety",0.715
"002_Day12_EOD","2_EndOfDay_Block_3",2,12,3,"EndOfDay",312.5,"Anxiety",12.5933333333333
"001_Day13_EOD","1_EndOfDay_Block_3",1,13,3,"EndOfDay",312.5,"Anxiety",4.115
"002_Day13_EOD","2_EndOfDay_Block_3",2,13,3,"EndOfDay",312.5,"Anxiety",13.6851851851852
"001_Day14_EOD","1_EndOfDay_Block_3",1,14,3,"EndOfDay",312.5,"Anxiety",7.14
"001_Day15_EOD","1_EndOfDay_Block_3",1,15,3,"EndOfDay",312.5,"Anxiety",22.3316666666667
"002_Day15_EOD","2_EndOfDay_Block_3",2,15,3,"EndOfDay",312.5,"Anxiety",12.785
"001_Day16_EOD","1_EndOfDay_Block_4",1,16,4,"EndOfDay",312.5,"Anxiety",54.9866666666667
"001_Day17_EOD","1_EndOfDay_Block_4",1,17,4,"EndOfDay",312.5,"Anxiety",21.46
"001_Day18_EOD","1_EndOfDay_Block_4",1,18,4,"EndOfDay",312.5,"Anxiety",68.045
"001_Day19_EOD","1_EndOfDay_Block_4",1,19,4,"EndOfDay",312.5,"Anxiety",32.9333333333333
"001_Day20_EOD","1_EndOfDay_Block_4",1,20,4,"EndOfDay",312.5,"Anxiety",2.95833333333333
"001_Day1_EOD","1_EndOfDay_Block_1",1,1,1,"EndOfDay",342.5,"Anxiety",26.7333333333333
"002_Day1_EOD","2_EndOfDay_Block_1",2,1,1,"EndOfDay",342.5,"Anxiety",25.5066666666667
"003_Day1_EOD","3_EndOfDay_Block_1",3,1,1,"EndOfDay",342.5,"Anxiety",59.865
"001_Day2_EOD","1_EndOfDay_Block_1",1,2,1,"EndOfDay",342.5,"Anxiety",6.13
"002_Day2_EOD","2_EndOfDay_Block_1",2,2,1,"EndOfDay",342.5,"Anxiety",38.4566666666667
"003_Day2_EOD","3_EndOfDay_Block_1",3,2,1,"EndOfDay",342.5,"Anxiety",16.7533333333333
"001_Day3_EOD","1_EndOfDay_Block_1",1,3,1,"EndOfDay",342.5,"Anxiety",0.76
"002_Day3_EOD","2_EndOfDay_Block_1",2,3,1,"EndOfDay",342.5,"Anxiety",12.365
"003_Day3_EOD","3_EndOfDay_Block_1",3,3,1,"EndOfDay",342.5,"Anxiety",26.5766666666667
"001_Day4_EOD","1_EndOfDay_Block_1",1,4,1,"EndOfDay",342.5,"Anxiety",10.0433333333333
"002_Day4_EOD","2_EndOfDay_Block_1",2,4,1,"EndOfDay",342.5,"Anxiety",25.58
"003_Day4_EOD","3_EndOfDay_Block_1",3,4,1,"EndOfDay",342.5,"Anxiety",11.9283333333333
"001_Day5_EOD","1_EndOfDay_Block_1",1,5,1,"EndOfDay",342.5,"Anxiety",1.69833333333333
"002_Day5_EOD","2_EndOfDay_Block_1",2,5,1,"EndOfDay",342.5,"Anxiety",12.6083333333333
"003_Day5_EOD","3_EndOfDay_Block_1",3,5,1,"EndOfDay",342.5,"Anxiety",17.435
"001_Day6_EOD","1_EndOfDay_Block_2",1,6,2,"EndOfDay",342.5,"Anxiety",2.12
"002_Day6_EOD","2_EndOfDay_Block_2",2,6,2,"EndOfDay",342.5,"Anxiety",26.2933333333333
"003_Day6_EOD","3_EndOfDay_Block_2",3,6,2,"EndOfDay",342.5,"Anxiety",95.4666666666667
"001_Day7_EOD","1_EndOfDay_Block_2",1,7,2,"EndOfDay",342.5,"Anxiety",3.39166666666667
"002_Day7_EOD","2_EndOfDay_Block_2",2,7,2,"EndOfDay",342.5,"Anxiety",26.29
"003_Day7_EOD","3_EndOfDay_Block_2",3,7,2,"EndOfDay",342.5,"Anxiety",35.59
"001_Day8_EOD","1_EndOfDay_Block_2",1,8,2,"EndOfDay",342.5,"Anxiety",2.87166666666667
"002_Day8_EOD","2_EndOfDay_Block_2",2,8,2,"EndOfDay",342.5,"Anxiety",13.23
"003_Day8_EOD","3_EndOfDay_Block_2",3,8,2,"EndOfDay",342.5,"Anxiety",11.59
"001_Day9_EOD","1_EndOfDay_Block_2",1,9,2,"EndOfDay",342.5,"Anxiety",3.41166666666667
"002_Day9_EOD","2_EndOfDay_Block_2",2,9,2,"EndOfDay",342.5,"Anxiety",12.24
"003_Day9_EOD","3_EndOfDay_Block_2",3,9,2,"EndOfDay",342.5,"Anxiety",62.75
